"fhudcode","fhudname","phic_name","regname","provcode","provname","citycode","cityname","facility_type_code","pan"
"DOH000000000022272","AROMAHON BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104314","LAGUINDINGAN","BHS",
"DOH000000000022321","ABUNDA BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104317","MAGSAYSAY (LINUGOS)","BHS",
"DOH000000000022329","DAMAYUHAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104317","MAGSAYSAY (LINUGOS)","BHS",
"DOH000000000022330","GUMABON BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104317","MAGSAYSAY (LINUGOS)","BHS",
"DOH000000000022332","KIBUNGSOD BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104317","MAGSAYSAY (LINUGOS)","BHS",
"DOH000000000022333","MAHAYAHAY BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104317","MAGSAYSAY (LINUGOS)","BHS",
"DOH000000000022336","POBLACION BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104317","MAGSAYSAY (LINUGOS)","BHS",
"DOH000000000022339","SANTA CRUZ BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104317","MAGSAYSAY (LINUGOS)","BHS",
"DOH000000000022346","ARGAYOSO BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104318","MANTICAO","BHS",
"DOH000000000022348","CABALANTIAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104318","MANTICAO","BHS",
"DOH000000000022349","CAMANGA BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104318","MANTICAO","BHS",
"DOH000000000022369","PORTULIN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104319","MEDINA","BHS",
"DOH000000000022371","SAN JOSE BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104319","MEDINA","BHS",
"DOH000000000022374","SOUTH POBLACION BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104319","MEDINA","BHS",
"DOH000000000022375","TAMBAGAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104319","MEDINA","BHS",
"DOH000000000022402","AMPENICAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022407","INOBULAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022408","LOOC BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022410","MEMBULI BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022411","POBLACION BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022413","SALAY RIVER I BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022414","SALAY RIVER II BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022416","TINAGAAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022417","YUNGOD BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022418","CASULOG BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104322","SALAY","BHS",
"DOH000000000022457","BALACANAS BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022458","DAYAWAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022459","KATIPUNAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022460","KIMAYA BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022461","POBLACION 1 BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022462","SAN MARTIN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022463","TAMBOBONG BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022464","IMELDA BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022465","LOOC BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104326","VILLANUEVA","BHS",
"DOH000000000022722","SUN VALLEY HEALTH CENTER","CITY GOVERNMENT OF PARA?AQUE/SUN VALLEY HEALTH CENTER","NCR","1376","NCR   FOURTH DISTRICT","137604","CITY OF PARAÃ‚ÂAQUE","RHU","P92026467"
"DOH000000000022923","GLORIA RURAL HEALTH UNIT","GLORIA MUNICIPAL HEALTH OFFICE ","Region 4B","1752","ORIENTAL MINDORO","175206","GLORIA","RHU","P42026059"
"DOH000000000022947","PASIG CITY HEALTH OFFICE/CENTER","CITY GOVERNMENT OF PASIG - PASIG CITY HEALTH OFFICE","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026371"
"DOH000000000023419","PABLO N. MARQUEZ DIAGNOSTIC CENTER (BOAC RURAL HEALTH UNIT I)","PABLO N. MARQUEZ MEMORIAL HEALTH & DIAGNOSTIC CENTER","Region 4B","1740","MARINDUQUE","174001","BOAC (Capital)","RHU","P42026038"
"DOH000000000023443","MADAUM (KATIPUNAN) BARANGAY HEALTH STATION",,"Region 11","1123","DAVAO DEL NORTE","112319","CITY OF TAGUM (Capital)","BHS",
"DOH000000000023457","VISAYAN VILLAGE-1 BARANGAY HEALTH STATION",,"Region 11","1123","DAVAO DEL NORTE","112319","CITY OF TAGUM (Capital)","BHS",
"DOH000000000023458","VISAYAN VILLAGE-2 BARANGAY HEALTH STATION",,"Region 11","1123","DAVAO DEL NORTE","112319","CITY OF TAGUM (Capital)","BHS",
"DOH000000000023601","CANAMAN RURAL HEALTH UNIT","RHU CANAMAN","Region 5","0517","CAMARINES SUR","051710","CANAMAN","RHU","P05024598"
"DOH000000000023611","CULION RURAL HEALTH UNIT",,"Region 4B","1753","PALAWAN","175322","CULION","RHU","P42026076"
"DOH000000000023669","BALANGA RURAL HEALTH UNIT III","BALANGA RURAL HEALTH UNIT III ","Region 3","0308","BATAAN","030803","CITY OF BALANGA (Capital)","RHU","P03024333"
"DOH000000000023673","SAN ISIDRO RURAL HEALTH UNIT II",,"Region 4A","0410","BATANGAS","041005","BATANGAS CITY (Capital)","RHU",
"DOH000000000023676","PALLOCAN KANLURAN RURAL HEALTH UNIT VI",,"Region 4A","0410","BATANGAS","041005","BATANGAS CITY (Capital)","RHU",
"DOH000000000023682","SANTA MARIA HEALTH CENTER AND LYING-IN","CITY GOV'T OF ZAMBOANGA/CHO-DO?A ISABEL C. CLIMACO HEALTH CENTER","Region 9","0973","ZAMBOANGA DEL SUR","097332","ZAMBOANGA CITY","RHU","P09025262"
"DOH000000000023683","CALARIAN HEALTH CENTER","CITY GOV'T OF ZAMBOANGA/CHO-CALARIAN HEALTH CENTER","Region 9","0973","ZAMBOANGA DEL SUR","097332","ZAMBOANGA CITY","BHS","P09025269"
"DOH000000000023685","GUIWAN HEALTH CENTER","CITY GOV'T OF ZAMBOANGA/CHO-GUIWAN HEALTH CENTER","Region 9","0973","ZAMBOANGA DEL SUR","097332","ZAMBOANGA CITY","RHU","P09025266"
"DOH000000000023731","MABOLO HEALTH CENTER","CEBU CITY GOVERNMENT/ MABOLO HEALTH AND BIRTHING CENTER","Region 7","0722","CEBU","072217","CEBU CITY (Capital)","BHS","P07027518"
"DOH000000000023739","LUZ HEALTH CENTER",,"Region 7","0722","CEBU","072217","CEBU CITY (Capital)","RHU","P07027891"
"DOH000000000023740","MABINAY RURAL HEALTH UNIT II","MABINAY RURAL HEALTH UNIT II ","Region 7","0746","NEGROS ORIENTAL","074614","MABINAY","RHU","P07024968"
"DOH000000000023785","BANTOLINAO BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071204","ANTEQUERA","BHS",
"DOH000000000023802","CANANGCA-AN BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071215","CORELLA","BHS",
"DOH000000000023824","KAONGKOD BARANGAY HEALTH STATION",,"Region 7","0722","CEBU","072228","MADRIDEJOS","BHS",
"DOH000000000023893","SAN SILVESTRE BARANGAY HEALTH STATION",,"Region 6","0619","CAPIZ","061911","PILAR","BHS",
"DOH000000000023895","TABUN-ACAN BARANGAY HEALTH STATION",,"Region 6","0619","CAPIZ","061911","PILAR","BHS",
"DOH000000000023984","TIGBAO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083718","DULAG","BHS",
"DOH000000000024286","ASGAD BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082619","SALCEDO","BHS",
"DOH000000000024287","CASILON BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082619","SALCEDO","BHS",
"DOH000000000024288","MALBOG BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082619","SALCEDO","BHS",
"DOH000000000024289","TALANGDAWAN BARANGAY HEALTH STATION",,"Region 8","0826","EASTERN SAMAR","082619","SALCEDO","BHS",
"DOH000000000024293","VILLANUEVA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083713","CALUBIAN","BHS",
"DOH000000000024297","BUENAVISTA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083723","JARO","BHS",
"DOH000000000024301","SANTA FE BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083734","MATALOM","BHS",
"DOH000000000024302","ZARAGOZA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083734","MATALOM","BHS",
"DOH000000000024310","ANAHAWAY BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083739","PALO","BHS",
"DOH000000000024311","GACAO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083739","PALO","BHS",
"DOH000000000024345","CABULALOAN BARANGAY HEALTH STATION",,"Region 8","0848","NORTHERN SAMAR","084808","LAOANG","BHS",
"DOH000000000024350","SANTO NIÑO BARANGAY HEALTH STATION",,"Region 8","0848","NORTHERN SAMAR","084808","LAOANG","BHS",
"DOH000000000024370","PATONG BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086004","CALBIGA","BHS",
"DOH000000000024371","POLANGI BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086004","CALBIGA","BHS",
"DOH000000000024372","MAULONG BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086005","CATBALOGAN (Capital)","BHS",
"DOH000000000024373","SAN ANDRES BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086005","CATBALOGAN (Capital)","BHS",
"DOH000000000024382","CONCORD BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086008","HINABANGAN","BHS",
"DOH000000000024394","LAWAAN BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086022","PARANAS (WRIGHT)","BHS",
"DOH000000000024395","MINAROG BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086022","PARANAS (WRIGHT)","BHS",
"DOH000000000024403","CAMPIYAK BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086015","SAN SEBASTIAN","BHS",
"DOH000000000024404","ANIBONGAN BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086017","SANTA RITA","BHS",
"DOH000000000024406","HINANGUDTAN BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086017","SANTA RITA","BHS",
"DOH000000000024407","LUPIG BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086017","SANTA RITA","BHS",
"DOH000000000024408","MALIGAYA BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086017","SANTA RITA","BHS",
"DOH000000000024409","PAGSULHUGON BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086017","SANTA RITA","BHS",
"DOH000000000024410","SANTA ELENA BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086017","SANTA RITA","BHS",
"DOH000000000024412","BAHAY BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086020","TARANGNAN","BHS",
"DOH000000000024413","TALINGA BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086020","TARANGNAN","BHS",
"DOH000000000024415","GUINSANGAAN BARANGAY HEALTH STATION",,"Region 8","0864","SOUTHERN LEYTE","086402","BONTOC","BHS",
"DOH000000000024420","NAHAONG BARANGAY HEALTH STATION",,"Region 8","0864","SOUTHERN LEYTE","086405","LIBAGON","BHS",
"DOH000000000024421","TRIANA BARANGAY HEALTH STATION",,"Region 8","0864","SOUTHERN LEYTE","086419","LIMASAWA","BHS",
"DOH000000000024477","HINGOTANAN EAST BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071248","BIEN UNIDO","BHS",
"DOH000000000024479","MALINGIN BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071248","BIEN UNIDO","BHS",
"DOH000000000024480","MAOMAWAN BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071248","BIEN UNIDO","BHS",
"DOH000000000024510","EL PROGRESO BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024511","EL SALVADOR BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024512","LA LIBERTAD BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024513","LA PAZ BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024514","LA SALVACION BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024515","LA VICTORIA BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024516","MONTEHERMOSO BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024517","TAMBO-AN BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024518","VILLAFUERTE BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024519","VILLARCAYO BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071212","CARMEN","BHS",
"DOH000000000024556","CATUNGAWAN SUR BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071223","GUINDULMAN","BHS",
"DOH000000000024629","DEL PILAR BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071234","PILAR","BHS",
"DOH000000000024635","SAN VICENTE BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071234","PILAR","BHS",
"DOH000000000024653","SALVADOR BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071240","SIERRA BULLONES","BHS",
"DOH000000000024655","SAN ISIDRO BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071240","SIERRA BULLONES","BHS",
"DOH000000000024698","BAGACAY BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071243","TALIBON","BHS",
"DOH000000000024734","BOJO HEALTH CENTER",,"Region 7","0722","CEBU","072204","ALOGUINSAN","BHS",
"DOH000000000024820","CARRETA HEALTH CENTER",,"Region 7","0722","CEBU","072217","CEBU CITY (Capital)","BHS",
"DOH000000000024825","HIPPODROMO HEALTH CENTER","CEBU CITY GOVERNMENT/ HIPODROMO HEALTH CENTER","Region 7","0722","CEBU","072217","CEBU CITY (Capital)","BHS","P07027888"
"DOH000000000025188","TAGBAC HEALTH CENTER",,"Region 4B","1751","OCCIDENTAL MINDORO","175104","LUBANG","BHS",
"DOH000000000025189","MALIIG BARANGAY HEALTH STATION",,"Region 4B","1751","OCCIDENTAL MINDORO","175104","LUBANG","BHS",
"DOH000000000025192","TANGAL BARANGAY HEALTH STATION",,"Region 4B","1751","OCCIDENTAL MINDORO","175104","LUBANG","BHS",
"DOH000000000025194","TILIK BARANGAY HEALTH STATION",,"Region 4B","1751","OCCIDENTAL MINDORO","175104","LUBANG","BHS",
"DOH000000000025204","KANGWAYAN BARANGAY HEALTH STATION",,"Region 7","0722","CEBU","072228","MADRIDEJOS","BHS",
"DOH000000000025418","PANIABONAN BARANGAY HEALTH STATION",,"Region 7","0746","NEGROS ORIENTAL","074614","MABINAY","BHS",
"DOH000000000025501","MAIN HEALTH CENTER II",,"Region 8","0837","LEYTE","083701","ABUYOG","BHS",
"DOH000000000025587","V & G HEALTH CENTER","V & G DISTRICT HEALTH CENTER","Region 8","0837","LEYTE","083747","TACLOBAN CITY (Capital)","RHU","P08025064"
"DOH000000000025605","ARAS-ASAN BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166804","CAGWAIT","BHS",
"DOH000000000025606","LA PURISIMA BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166804","CAGWAIT","BHS",
"DOH000000000025607","LACTUDAN BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166804","CAGWAIT","BHS",
"DOH000000000025608","MAT-E BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166804","CAGWAIT","BHS",
"DOH000000000025609","TAWAGAN BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166804","CAGWAIT","BHS",
"DOH000000000025610","TUBO-TUBO BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166804","CAGWAIT","BHS",
"DOH000000000025611","UNIDAD BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166804","CAGWAIT","BHS",
"DOH000000000025662","SAINT CHRISTINE BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166811","LIANGA","BHS",
"DOH000000000025672","SAN VICENTE BARANGAY HEALTH STATION",,"CARAGA","1668","SURIGAO DEL SUR","166813","MADRID","BHS",
"DOH000000000025800","ANAHAW BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051606","LABO","BHS",
"DOH000000000025802","DALAS BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051606","LABO","BHS",
"DOH000000000025807","SAN JOSE BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051611","TALISAY","BHS",
"DOH000000000026045","KANDINGAN BARANGAY HEALTH STATION",,"Region 7","0722","CEBU","072204","ALOGUINSAN","BHS",
"DOH000000000026068","PORO BARANGAY HEALTH STATION",,"Region 5","0517","CAMARINES SUR","051710","CANAMAN","BHS",
"DOH000000000026069","SAN NICOLAS BARANGAY HEALTH STATION",,"Region 5","0517","CAMARINES SUR","051710","CANAMAN","BHS",
"DOH000000000026098","BALAGBAG BARANGAY HEALTH STATION",,"Region 5","0517","CAMARINES SUR","051721","MILAOR","BHS",
"DOH000000000026192","MAYA BARANGAY HEALTH STATION",,"Region 7","0722","CEBU","072221","DAANBANTAYAN","BHS",
"DOH000000000026203","CAMUDLAS BARANGAY HEALTH STATION",,"Region 7","0746","NEGROS ORIENTAL","074607","BINDOY (PAYABON)","BHS",
"DOH000000000026251","LINAO BARANGAY HEALTH STATION",,"Region 7","0746","NEGROS ORIENTAL","074622","TAYASAN","BHS",
"DOH000000000026252","MAGLIHE BARANGAY HEALTH STATION",,"Region 7","0746","NEGROS ORIENTAL","074622","TAYASAN","BHS",
"DOH000000000026312","NAGA-NAGA BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083739","PALO","BHS",
"DOH000000000026320","VILLACORTE BARANGAY HEALTH STATION",,"Region 9","0983","ZAMBOANGA SIBUGAY","098310","OLUTANGA","BHS",
"DOH000000000026354","MAHAYAHAY BARANGAY HEALTH STATION",,"Region 9","0973","ZAMBOANGA DEL SUR","097302","AURORA","BHS",
"DOH000000000026362","BOALAN BARANGAY HEALTH STATION",,"Region 9","0973","ZAMBOANGA DEL SUR","097332","ZAMBOANGA CITY","BHS",
"DOH000000000026387","PUTIK HEALTH CENTER",,"Region 9","0973","ZAMBOANGA DEL SUR","097332","ZAMBOANGA CITY","BHS",
"DOH000000000026412","BALANGAO BARANGAY HEALTH STATION",,"Region 9","0983","ZAMBOANGA SIBUGAY","098303","DIPLAHAN","BHS",
"DOH000000000026414","LUOP BARANGAY HEALTH STATION",,"Region 9","0983","ZAMBOANGA SIBUGAY","098303","DIPLAHAN","BHS",
"DOH000000000026415","DIPALAHAN MAIN HEALTH CENTER",,"Region 9","0983","ZAMBOANGA SIBUGAY","098303","DIPLAHAN","BHS",
"DOH000000000026416","SANTA CRUZ BARANGAY HEALTH STATION",,"Region 9","0983","ZAMBOANGA SIBUGAY","098303","DIPLAHAN","BHS",
"DOH000000000026417","SONGCUYA BARANGAY HEALTH STATION",,"Region 9","0983","ZAMBOANGA SIBUGAY","098303","DIPLAHAN","BHS",
"DOH000000000026494","SAN JOSE BARANGAY HEALTH STATION",,"Region 8","0864","SOUTHERN LEYTE","086414","SAN JUAN (CABALIAN)","BHS",
"DOH000000000026507","MAN-OD BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071240","SIERRA BULLONES","BHS",
"DOH000000000026508","SANTA CRUZ BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071240","SIERRA BULLONES","BHS",
"DOH000000000026515","POBLACION BARANGAY HEALTH STATION",,"Region 7","0712","BOHOL","071243","TALIBON","BHS",
"DOH000000000026519","MAYAPOSI BARANGAY HEALTH STATION",,"Region 7","0746","NEGROS ORIENTAL","074614","MABINAY","BHS",
"DOH000000000026548","TIGBAWAN BARANGAY HEALTH STATION",,"Region 7","0761","SIQUIJOR","076103","LAZI","BHS",
"DOH000000000026652","CITY OF MALOLOS RURAL HEALTH UNIT V","MALOLOS RHU V","Region 3","0314","BULACAN","031410","CITY OF MALOLOS  (Capital)","RHU","P03027762"
"DOH000000000026653","CITY OF MALOLOS RURAL HEALTH UNIT VI","MALOLOS RHU VI","Region 3","0314","BULACAN","031410","CITY OF MALOLOS  (Capital)","RHU","P03027937"
"DOH000000000026654","MEYCAUAYAN CITY HEALTH UNIT V","MEYCAUAYAN CITY HEALTH UNIT V","Region 3","0314","BULACAN","031412","MEYCAUAYAN","RHU","P03029578"
"DOH000000000026656","SAN JOSE CITY RURAL HEALTH UNIT IV","SAN JOSE CITY RHU IV","Region 3","0349","NUEVA ECIJA","034926","SAN JOSE CITY","RHU","P03028247"
"DOH000000000026792","VIGO BARANGAY HEALTH STATION",,"Region 4B","1751","OCCIDENTAL MINDORO","175104","LUBANG","BHS",
"DOH000000000026837","TEJEROS CONVENTION HEALTH CENTER",,"Region 4A","0421","CAVITE","042117","ROSARIO","BHS",
"DOH000000000026852","BALADING BARANGAY HEALTH STATION",,"Region 4B","1753","PALAWAN","175310","CUYO","BHS",
"DOH000000000026853","CABURIAN BARANGAY HEALTH STATION",,"Region 4B","1753","PALAWAN","175310","CUYO","BHS",
"DOH000000000026854","CAPONAYAN BARANGAY HEALTH STATION",,"Region 4B","1753","PALAWAN","175310","CUYO","BHS",
"DOH000000000026855","FUNDA BAARANGAY HEALTH STATION",,"Region 4B","1753","PALAWAN","175310","CUYO","BHS",
"DOH000000000026857","MANAMOC BARANGAY HEALTH STATION",,"Region 4B","1753","PALAWAN","175310","CUYO","BHS",
"DOH000000000026878","CAROYROYAN BARANGAY HEALTH STATION",,"Region 5","0517","CAMARINES SUR","051728","PILI (Capital)","BHS",
"DOH000000000026884","SAN JOSE BARANGAY HEALTH STATION",,"Region 5","0517","CAMARINES SUR","051728","PILI (Capital)","BHS",
"DOH000000000026890","TOMINAWOG BARANGAY HEALTH STATION",,"Region 5","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"DOH000000000026900","MANKILAM BARANGAY HEALTH STATION II",,"Region 11","1123","DAVAO DEL NORTE","112319","CITY OF TAGUM (Capital)","BHS",
