"fhudname","phic_name","fhudcode","regcode","provcode","provname","citycode","cityname","facility_type_desc","pan"
"BUENASUERTE BARANGAY HEALTH STATION",,"DOH000000000034928","05","0541","MASBATE","054116","PIO V. CORPUZ (LIMBUHAN)","BHS",
"PINAGDAPIAN BARANGAY HEALTH STATION",,"DOH000000000034930","05","0517","CAMARINES SUR","051712","DEL GALLEGO","BHS",
"SAN PABLO BARANGAY HEALTH STATION",,"DOH000000000034931","05","0517","CAMARINES SUR","051712","DEL GALLEGO","BHS",
"TABION BARANGAY HEALTH STATION",,"DOH000000000034932","05","0517","CAMARINES SUR","051712","DEL GALLEGO","BHS",
"DOMAGONDONG BARANGAY HEALTH STATION",,"DOH000000000034933","05","0517","CAMARINES SUR","051712","DEL GALLEGO","BHS",
"PALASPAS BARANGAY HEALTH STATION",,"DOH000000000034934","05","0517","CAMARINES SUR","051712","DEL GALLEGO","BHS",
"SABANG BARANGAY HEALTH STATION",,"DOH000000000034935","05","0517","CAMARINES SUR","051712","DEL GALLEGO","BHS",
"KINALANGAN BARANGAY HEALTH STATION",,"DOH000000000034936","05","0517","CAMARINES SUR","051712","DEL GALLEGO","BHS",
"AGRUPACION BARANGAY HEALTH STATION",,"DOH000000000034939","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"BUENASUERTE BARANGAY HEALTH STATION",,"DOH000000000034940","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"CABUGAO BARANGAY HEALTH STATION",,"DOH000000000034941","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"PANAYTAYAN BARANGAY HEALTH STATION",,"DOH000000000034942","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"LOWER SANTA CRUZ BARANGAY HEALTH STATION",,"DOH000000000034943","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"LAGUIO BARANGAY HEALTH STATION",,"DOH000000000034944","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"SALVACION BARANGAY HEALTH STATION",,"DOH000000000034945","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"CALE BARANGAY HEALTH STATION",,"DOH000000000034946","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"AMOMOKPOK BARANGAY HEALTH STATION",,"DOH000000000034947","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"APALE BARANGAY HEALTH STATION",,"DOH000000000034948","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"CADITAAN BARANGAY HEALTH STATION",,"DOH000000000034949","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"SAN RAFAEL BARANGAY HEALTH STATION",,"DOH000000000034950","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"BINAHAN PROPER BARANGAY HEALTH STATION",,"DOH000000000034951","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"BINAHAN UPPER BARANGAY HEALTH STATION",,"DOH000000000034952","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"INANDAWA BARANGAY HEALTH STATION",,"DOH000000000034953","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"SAMAY BARANGAY HEALTH STATION",,"DOH000000000034954","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"PORT JUNCTION SUR BARANGAY HEALTH STATION",,"DOH000000000034955","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"LOHONG BARANGAY HEALTH STATION",,"DOH000000000034956","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"LOWER OMON BARANGAY HEALTH STATION",,"DOH000000000034957","05","0517","CAMARINES SUR","051730","RAGAY","BHS",
"CANCAHORAO BARANGAY HEALTH STATION",,"DOH000000000034959","05","0541","MASBATE","054102","BALENO","BHS",
"SANTA MARIA RURAL HEALTH UNIT VI",,"DOH000000000034961","03","0314","BULACAN","031423","SANTA MARIA","RHU",
"QUILING BARANGAY HEALTH STATION",,"DOH000000000034962","04","0410","BATANGAS","041030","TALISAY","BHS",
"PULO BARANGAY HEALTH STATION",,"DOH000000000034963","04","0410","BATANGAS","041030","TALISAY","BHS",
"ANIOG BARANGAY HEALTH STATION",,"DOH000000000035001","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"ATULAYAN BARANGAY HEALTH STATION",,"DOH000000000035002","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"BONGALON BARANGAY HEALTH STATION",,"DOH000000000035003","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"MABCA BARANGAY HEALTH STATION",,"DOH000000000035004","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"SAN ANTONIO BARANGAY HEALTH STATION",,"DOH000000000035005","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"SAN ISIDRO BARANGAY HEALTH STATION",,"DOH000000000035006","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"SAN ROQUE BARANGAY HEALTH STATION",,"DOH000000000035007","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"TINORONGAN BARANGAY HEALTH STATION",,"DOH000000000035009","05","0517","CAMARINES SUR","051731","SAGÃƒâ€šÃ‚ÂAY","BHS",
"DEL CARMEN BARANGAY HEALTH STATION",,"DOH000000000035010","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"BOCLOD BARANGAY HEALTH STATION",,"DOH000000000035011","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"SAN ANTONIO BARANGAY HEALTH STATION",,"DOH000000000035012","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"SANTA CRUZ BARANGAY HEALTH STATION",,"DOH000000000035013","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"SOLEDAD BARANGAY HEALTH STATION",,"DOH000000000035014","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"DANLOG BARANGAY HEALTH STATION",,"DOH000000000035015","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"PUGAY BARANGAY HEALTH STATION",,"DOH000000000035016","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"PALALE BARANGAY HEALTH STATION",,"DOH000000000035017","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"BAHAY BARANGAY HEALTH STATION",,"DOH000000000035018","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"CAMAGONG BARANGAY HEALTH STATION",,"DOH000000000035019","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"CALAWIT BARAGAY HEALTH STATION",,"DOH000000000035020","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"MAMPIRAO BARANGAY HEALTH STATION",,"DOH000000000035021","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"TAGAS BARANGAY HEALTH STATION",,"DOH000000000035022","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"PONGLON BARANGAY HEALTH STATION",,"DOH000000000035023","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"CATALOTOAN BARANGAY HEALTH STATION",,"DOH000000000035024","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"BAGACAY BARANGAY HEALTH STATION",,"DOH000000000035025","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"TELEGRAFO BARANGAY HEALTH STATION",,"DOH000000000035026","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"MANZANA BARANGAY HEALTH STATION",,"DOH000000000035027","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"MINORO BARANGAY HEALTH STATION",,"DOH000000000035028","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"DOLO BARANGAY HEALTH STATION",,"DOH000000000035029","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"ADIANGAO BARANGAY HEALTH STATION",,"DOH000000000035030","05","0517","CAMARINES SUR","051733","SAN JOSE","BHS",
"AGCATA BARANGAY HEALTH STATION",,"DOH000000000035031","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"SAN FRANCISCO BARANGAY HEALTH STATION",,"DOH000000000035032","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"SAN VICENTE BARANGAY HEALTH STATION",,"DOH000000000035033","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"SAN ISIDRO SUR BARANGAY HEALTH STATION",,"DOH000000000035034","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"AGOSAIS BARANGAY HEALTH STATION",,"DOH000000000035035","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"LOHO BARANGAY HEALTH STATION",,"DOH000000000035036","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"MANAMOC BARANGAY HEALTH STATION",,"DOH000000000035037","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"SAN ROQUE BARANGAY HEALTH STATION",,"DOH000000000035038","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"AMOGUIS BARANGAY HEALTH STATION",,"DOH000000000035039","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"GUBAT BARANGAY HEALTH STATION",,"DOH000000000035040","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"PANAGAN BARANGAY HEALTH STATION",,"DOH000000000035041","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"KINAHULOGAN BARANGAY HEALTH STATION",,"DOH000000000035042","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"OMALO BARANGAY HEALTH STATION",,"DOH000000000035043","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"PANICUAN BARANGAY HEALTH STATION",,"DOH000000000035044","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"MANGOGON BARANGAY HEALTH STATION",,"DOH000000000035045","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"DEL CARMEN BARANGAY HEALTH STATION",,"DOH000000000035046","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"OLAS BARANGAY HEALTH STATION",,"DOH000000000035047","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"SAN ISIDRO BARANGAY HEALTH STATION",,"DOH000000000035048","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"SANTA CRUZ BARANGAY HEALTH STATION",,"DOH000000000035049","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"SIPACO BARANGAY HEALTH STATION",,"DOH000000000035050","05","0517","CAMARINES SUR","051717","LAGONOY","BHS",
"BAGUMBAYAN GRANDE BARANGAY HEALTH STATION",,"DOH000000000035051","05","0517","CAMARINES SUR","051715","GOA","BHS",
"BELEN BARANGAY HEALTH SATION",,"DOH000000000035053","05","0517","CAMARINES SUR","051715","GOA","BHS",
"CAGAYCAY BARANGAY HEALTH STATION",,"DOH000000000035054","05","0517","CAMARINES SUR","051715","GOA","BHS",
"LA PURISIMA BARANGAY HEALTH STATION",,"DOH000000000035055","05","0517","CAMARINES SUR","051715","GOA","BHS",
"MAYMATAN BARANGAY HEALTH STATION",,"DOH000000000035056","05","0517","CAMARINES SUR","051715","GOA","BHS",
"SALOG BARANGAY HEALTH STATION",,"DOH000000000035057","05","0517","CAMARINES SUR","051715","GOA","BHS",
"SAN JUAN BAUTISTA BARANGAY HEALTH STATION",,"DOH000000000035058","05","0517","CAMARINES SUR","051715","GOA","BHS",
"MATERNAL AND CHILD HEALTHCARE AND BIRTHING FACILITY",,"DOH000000000035059","05","0516","CAMARINES NORTE","051604","SAN LORENZO RUIZ (IMELDA)","BH",
"SAN JUAN BARANGAY HEALTH STATION",,"DOH000000000035088","03","0371","ZAMBALES","037102","CABANGAN","BHS",
"FELMIDA BARANGAY HEALTH STATION",,"DOH000000000035090","03","0371","ZAMBALES","037102","CABANGAN","BHS",
"APO-APO BARANGAY HEALTH STATION",,"DOH000000000035092","03","0371","ZAMBALES","037102","CABANGAN","BHS",
"CAMIING BARANGAY HEALTH STATION",,"DOH000000000035095","03","0371","ZAMBALES","037102","CABANGAN","BHS",
"LONGOS BARANGAY HEALTH STATION",,"DOH000000000035096","03","0371","ZAMBALES","037102","CABANGAN","BHS",
"KANLURAN BARANGAY HEALTH STATION",,"DOH000000000035120","05","0516","CAMARINES NORTE","051609","SAN VICENTE","BHS",
"CABANBANAN BARANGAY HEALTH STATION",,"DOH000000000035121","05","0516","CAMARINES NORTE","051609","SAN VICENTE","BHS",
"SAN JOSE BARANGAY HEALTH STATION",,"DOH000000000035122","05","0516","CAMARINES NORTE","051609","SAN VICENTE","BHS",
"ASDUM BARANGAY HEALTH STATION",,"DOH000000000035123","05","0516","CAMARINES NORTE","051609","SAN VICENTE","BHS",
"IRAYA SUR BARANGAY HEALTH STATION",,"DOH000000000035124","05","0516","CAMARINES NORTE","051609","SAN VICENTE","BHS",
"MAN-OGOB BARANGAY HEALTH STATION",,"DOH000000000035125","05","0516","CAMARINES NORTE","051609","SAN VICENTE","BHS",
"NIGUI BARANGAY HEALTH STATION",,"DOH000000000035126","03","0354","PAMPANGA","035412","MASANTOL","BHS",
"SANTA LUCIA PAGUIBA BARANGAY HEALTH STATION",,"DOH000000000035127","03","0354","PAMPANGA","035412","MASANTOL","BHS",
"SANTA LUCIA WAKAS BARANGAY HEALTH STATION",,"DOH000000000035128","03","0354","PAMPANGA","035412","MASANTOL","BHS",
"CALABASA BARANGAY HEALTH STATION",,"DOH000000000035129","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"TAGUMPAY BARANGAY HEALTH STATION",,"DOH000000000035130","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"BANTUG BARANGAY HEALTH STATION",,"DOH000000000035131","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"CAMATCHILE BARANGAY HEALTH STATION",,"DOH000000000035132","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"MACASANDAL BARANGAY HEALTH STATION",,"DOH000000000035133","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"MALINAO BARANGAY HEALTH STATION",,"DOH000000000035134","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"NORTH POBLACION BARANGAY HEALTH STATION",,"DOH000000000035135","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"PINAMALISAN BARANGAY HEALTH STATION",,"DOH000000000035136","03","0349","NUEVA ECIJA","034907","GABALDON (BITULOK & SABANI)","BHS",
"PAUDPOD BARANGAY HEALTH STATION",,"DOH000000000035137","03","0371","ZAMBALES","037101","BOTOLAN","BHS",
"SAN VICENTE BARANGAY HEALTH STATION",,"DOH000000000035149","03","0349","NUEVA ECIJA","034913","LAUR","BHS",
"CANANTONG BARANGAY HEALTH STATION",,"DOH000000000035150","03","0349","NUEVA ECIJA","034913","LAUR","BHS",
"SAN FERNANDO BARANGAY HEALTH STATION",,"DOH000000000035151","03","0349","NUEVA ECIJA","034913","LAUR","BHS",
"SAN FELIPE BARANGAY HEALTH STATION",,"DOH000000000035152","03","0349","NUEVA ECIJA","034913","LAUR","BHS",
"SAN JOSEF BARANGAY HEALTH STATION",,"DOH000000000035153","03","0349","NUEVA ECIJA","034913","LAUR","BHS",
"BALANGKARE SUR BARANGAY HEALTH STATION",,"DOH000000000035159","03","0349","NUEVA ECIJA","034909","GENERAL MAMERTO NATIVIDAD","BHS",
"MANAROG BARANGAY HEALTH STATION",,"DOH000000000035160","03","0349","NUEVA ECIJA","034909","GENERAL MAMERTO NATIVIDAD","BHS",
"KABULIHAN BARANGAY HEALTH STATION",,"DOH000000000035161","03","0349","NUEVA ECIJA","034909","GENERAL MAMERTO NATIVIDAD","BHS",
"SAPANG BATO BARANGAY HEALTH STATION",,"DOH000000000035162","03","0349","NUEVA ECIJA","034909","GENERAL MAMERTO NATIVIDAD","BHS",
"SAN FRANCISCO 2ND BARANGAY HEALTH STATION",,"DOH000000000035163","03","0354","PAMPANGA","035414","MINALIN","BHS",
"NABUA MAIN HEALTH CENTER",,"DOH000000000035165","05","0517","CAMARINES SUR","051723","NABUA","BHS",
"BAAO MAIN HEALTH CENTER",,"DOH000000000035167","05","0517","CAMARINES SUR","051701","BAAO","BHS",
"BULA MAIN HEALTH CENTER",,"DOH000000000035170","05","0517","CAMARINES SUR","051706","BULA","BHS",
"SUA BARANGAY HEALTH STATION",,"DOH000000000035184","03","0354","PAMPANGA","035412","MASANTOL","BHS",
"SAN PEDRO BARANGAY HEALTH STATION",,"DOH000000000035185","03","0308","BATAAN","030805","HERMOSA","BHS",
"PUKSUAN BARANGAY HEALTH STATION",,"DOH000000000035186","03","0308","BATAAN","030809","ORANI","BHS",
"APOLLO BARANGAY HEALTH STATION",,"DOH000000000035187","03","0308","BATAAN","030809","ORANI","BHS",
"PAGASA LEGUA BARANGAY HEALTH STATION",,"DOH000000000035188","03","0308","BATAAN","030809","ORANI","BHS",
"PAYANGAN BARANGAY HEALTH STATION",,"DOH000000000035189","03","0308","BATAAN","030804","DINALUPIHAN","BHS",
"BAYAN BAYANAN BARANGAY HEALTH STATION",,"DOH000000000035190","03","0308","BATAAN","030804","DINALUPIHAN","BHS",
"LA PAZ RURAL HEALTH UNIT II BIRTHING STATION",,"DOH000000000035191","03","0369","TARLAC","036907","LA PAZ","BH",
"SITIO TAMBAC BARANGAY HEALTH STATION",,"DOH000000000035192","03","0371","ZAMBALES","037105","IBA (Capital)","BHS",
"LOMBOY BARANGAYHEALTH STATION",,"DOH000000000035193","03","0371","ZAMBALES","037113","SANTA CRUZ","BHS",
"MAYANTOC BARANGAY HEALTH STATION",,"DOH000000000035194","03","0349","NUEVA ECIJA","034918","NAMPICUAN","BHS",
"POBLACION BARANGAY HEALTH STATION",,"DOH000000000035195","03","0371","ZAMBALES","037103","CANDELARIA","BHS",
"CATOL BARANGAY HEALTH STATION",,"DOH000000000035196","03","0371","ZAMBALES","037103","CANDELARIA","BHS",
"DAMPAY BARANGAY HEALTH STATION",,"DOH000000000035197","03","0371","ZAMBALES","037103","CANDELARIA","BHS",
"POBLACION BARANGAY HEALTH STATION",,"DOH000000000035198","03","0371","ZAMBALES","037103","CANDELARIA","BHS",
"STA CRUZ BARANGAY HEALTH STATION",,"DOH000000000035199","03","0354","PAMPANGA","035412","MASANTOL","BHS",
"SANTO ROSARIO BARANGAY HEALTH STATION",,"DOH000000000035200","03","0354","PAMPANGA","035410","MACABEBE","BHS",
"SAN MARIANO BARANGAY HEALTH STATION",,"DOH000000000035204","03","0349","NUEVA ECIJA","034921","PEÃƒâ€šÃ‚ÂARANDA","BHS",
"POBLACION WEST BARANGAY HEALTH STATION",,"DOH000000000035205","03","0349","NUEVA ECIJA","034910","GENERAL TINIO (PAPAYA)","BHS",
"PULONG MATONG BARANGAY HEALTH STATION",,"DOH000000000035206","03","0349","NUEVA ECIJA","034910","GENERAL TINIO (PAPAYA)","BHS",
"SIBUG BARANGAY HEALTH STATION",,"DOH000000000035207","03","0349","NUEVA ECIJA","034910","GENERAL TINIO (PAPAYA)","BHS",
"PULANG LUPA BARANGAY HEALTH STATION",,"DOH000000000035208","03","0349","NUEVA ECIJA","034910","GENERAL TINIO (PAPAYA)","BHS",
"SINGALAT BARANGAY HEALTH STATION",,"DOH000000000035209","03","0349","NUEVA ECIJA","034919","PALAYAN CITY (Capital)","BHS",
"MANGGAHAN BHS",,"DOH000000000035210","03","0349","NUEVA ECIJA","034919","PALAYAN CITY (Capital)","BHS",
"SITIO SANDELAIN BARANGAY HEALTH STATION",,"DOH000000000035211","03","0349","NUEVA ECIJA","034919","PALAYAN CITY (Capital)","BHS",
"SANTO ROSARIO BARANGAY HEALTH STATION",,"DOH000000000035212","03","0354","PAMPANGA","035410","MACABEBE","BHS",
"KINALANGUYAN BARANGAY HEALTH STATION",,"DOH000000000035224","03","0349","NUEVA ECIJA","034930","TALAVERA","BHS",
"PANDALLA BARANGAY HEALTH STATION",,"DOH000000000035225","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"CABISUCULAN BARANGAY HEALTH STATION",,"DOH000000000035226","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"CALISITAN BARANGAY HEALTH STATION",,"DOH000000000035227","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"SAN FELIPE BARANGAY HEALTH STATION",,"DOH000000000035228","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"SAN ANDRES BARANGAY HEALTH STATION",,"DOH000000000035229","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"NAGLABRAHAN BARANGAY HEALTH STATION",,"DOH000000000035230","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"SAPANG CAUAYAN BARANGAY HEALTH STATION",,"DOH000000000035231","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"VILLA CUIZON BARANGAY HEALTH STATION",,"DOH000000000035232","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"VILLA NATI BARANGAY HEALTH STATION",,"DOH000000000035233","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"POBLACION SOUTH BARANGAY HEALTH STATION",,"DOH000000000035234","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"CATALANACAN BARANGAY HEALTH STATION",,"DOH000000000035235","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"LABNEY BARANGAY HEALTH STATION",,"DOH000000000035236","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"SAN JUAN BARANGAY HEALTH STATION",,"DOH000000000035237","03","0354","PAMPANGA","035402","APALIT","BHS",
"POBLACION NORTH BARANGAY HEALTH STATION",,"DOH000000000035238","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"CALABALABAAN BARANGAY HEALTH STATION",,"DOH000000000035239","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"FRANZA BARANGAY HEALTH STATION",,"DOH000000000035240","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"VILLA SANTOS BARANGAY HEALTH STATION",,"DOH000000000035241","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"CURVA BARANGAY HEALTH STATION",,"DOH000000000035242","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"POBLACION EAST BARANGAY HEALTH STATION",,"DOH000000000035245","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"MATINGKIS BARANGAY HEALTH STATION",,"DOH000000000035247","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"LICAONG BARANGAY HEALTH STATION",,"DOH000000000035248","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"RANG-AYAN BARANGAY HEALTH STATION",,"DOH000000000035250","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
"MAPANGPANG BARANGAY HEALTH STATION",,"DOH000000000035251","03","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃƒâ€šÃ‚ÂOZ","BHS",
